,filename,text
0,football054.txt,"palace threat over cantona masks  manchester united fans wearing eric cantona masks will not be allowed in selhurst park on saturday.  united fans are planning to mark the 10th anniversary of cantonas infamous kung-fu kick on crystal palace fan matthew simmons by wearing the masks. but palace stadium manager kevin corner has warned: ""if they wear them inside selhurst park they will be immediately rejected on safety grounds. ""and no fans wearing cantona masks will be allowed entry to the stadium."" united fans had declared saturday as cantona day and had planned to wear masks, that were popular during the frenchmans time as a player at the old trafford club. cantona received a nine-month ban following the incident and palace are keen to avoid an incident that would stir up ill feeling between the two sets of supporters. four months after the cantona incident a palace fan, paul nixon, was killed prior to an fa cup semi-final at villa park."
1,football040.txt,"irish finish with home game  republic of ireland manager brian kerr has been granted his wish for a home game as the final world cup qualifier.  ireland will close their bid to reach the 2006 finals by playing switzerland in dublin on 12 october 2005. the republic met the swiss in their final euro 2004 qualifier, losing 2-0 away and missing out on a place in the finals in portugal. the group four fixtures were hammered out at a meeting in dublin on tuesday. the irish open their campaign on 4 september at home to cyprus and wrap up the 10-match series on 12 october 2005, with the visit of switzerland. manager brian kerr and fai officials met representatives from switzerland, france, cyprus, israel and the faroe islands to arrange the fixture schedule. kerr had hoped to finish with a clash against france, but got the reigning european champions as their penultimate home match on 7 september 2005. the manager got his wish to avoid a repeat of finishing their bid to qualify with too many away matches.  republic of ireland v cyprus; france v israel; switzerland v faroe islands.  switzerland v republic of ireland; israel v cyprus; faroe islands v france.  france v republic of ireland; israel v switzerland; cyprus v faroe islands.  republic of ireland v faroe islands; cyprus v france.  cyprus v israel.  france v switzerland; israel v republic of ireland.  switzerland v cyprus; israel v france.  republic of ireland v israel; faroe islands v switzerland.  faroe islands v republic of ireland. august 17 - faroe islands v cyprus.  france v faroe islands; switzerland v israel.  republic of ireland v france; cyprus v switzerland; faroe islands v israel.  switzerland v france; israel v faroe islands; cyprus v republic of ireland.  france v cyprus; republic of ireland v switzerland."
2,football068.txt,"cole faces lengthy injury lay-off  aston villas carlton cole could be out for six weeks with a knee injury.  the striker, who is on a season-long loan from chelsea, picked up the knock in an england under-21 match against holland earlier this month. ""carlton will be out of action for four to six weeks after a bad challenge,"" said villa boss david oleary. ""i wont be able to tell you whether he will need an operation until maybe next week. whether he has an operation has got to be left to chelsea."" cole, who also struggled with an ankle problem earlier in the season, was unable to rest because oleary had a shortage of strikers. the return to fitness of darius vassell after four months out with a broken ankle and the emergence of luke moore has alleviated some of the villas managers problems in that department."
3,football097.txt,"tottenham bid &#163;8m for forest duo  nottingham forest have confirmed they have received an £8m bid from tottenham for andy reid and michael dawson.  reid rejected a move to southampton after forest accepted a cash-plus-players offer while spurs had made previous bids for the 22-year-old. spurs had also made an undisclosed offer for 21-year-old defender dawson. forest chief executive mark arthur said: ""weve received an £8m bid from spurs for the two players and were considering the offer."" southamptons offer for republic of ireland international reid comprised £3m-plus and two players - brett ormerod and darren kenton.  spurs had seen previous bids of £3m, £4m and £5m for reid rejected by the championship club."
4,football083.txt,"thompson says gerrard should stay  liverpool legend phil thompson has pleaded with steve gerrard to reject any overtures from chelsea.  the ex-reds assistant boss also warned that any honours won at chelsea would be cheapened by the bid to buy success. he told bbc radio five live: ""liverpool would think about any bid made but it will all be down to steve in the end. ""but it wouldnt have that same sweet feeling at chelsea, where its all money-orientated and about simply buying the best."" thompson reacted sharply to some liverpool supporters, who criticised gerrards performance in the carling cup final against chelsea. a number of fans questioned gerrards commitment and sarcastically branded his own goal in liverpools 3-2 defeat as his first goal for chelsea.  thompson added: ""i heard those comments from so-called supporters and they were diabolical, absolutely outrageous. ""stevie carried the club last year and this year. hes always put liverpool first."" thompson, who savoured seven title-winning seasons and two european cup triumphs during his anfield playing career, is confident that the lure of champions league football will keep gerrard at anfield. ""i hope champions league football will beckon for liverpool - either as winners or as finishing fourth in the premiership - and he will commit himself. ""there has been a lot of soul-searching the way things have gone lately. ""i hope hes hardening to the fact he will have big decisions to make but i hope it is to the benefit of steven gerrard and i hope it is worthwhile for liverpool."""
5,football256.txt,"uganda fa suspended  in a move likely to incur the wrath of fifa, ugandan sports minister geraldine namirembe bitamazire suspended the countrys fa with immediate effect on wednesday.  bitamazire ordered the denis obua-led executive committee to hand over all the ""movable and immovable property of the federation within two weeks."" the uganda fa was due to hold elections next week but the government has called off the poll. the minister has instructed the national council of sports (ncs) take over as the interim body as the government conducts an investigation into the affairs of the uganda fa. the general secretary of the ncs was also ordered to freeze all accounts of the fa and inform the banks that the leadership of this association has lost the mandate to operate these accounts. but the man at the centre of the storm remains defiant, and told bbc sport that the governments move is not in the interest of uganda football. ""were only answerable to fifa,"" said obua, who is also the chairman of east and central africas regional body, cecafa. he added: ""the world federation doesnt know our government. they [government] are banning football in uganda and not obua."" a statement from the sports ministers office said ""the fa had been operating in a manner that is inconsistent with the law."" it accused the uganda fa of mortgaging its headquarters which was constructed using funds donated under the fifa goal project. the uganda fa has been beset by financial problems for some time now. it recently had its furniture attached by court bailiffs for failure to pay outstanding debts."
6,football242.txt,"pennant guilty of wasting talent  had jermaine pennant fulfilled the enormous potential that convinced arsenal to pay notts county £2m for the 16-year-old in january 1999, his fall from grace might have registered more than a blip on footballs richter scale.  but the nottingham-born winger has repeatedly failed to grasp the opportunities presented to him by the gunners, so much so that it is inevitable the club will release him when his contract expires in the summer. pennant effectively blew his chances of ever making it at highbury by upsetting the clubs normally unflappable manager arsene wenger, who finally lost patience with the players poor timekeeping. now, after being caught drink-driving for the second time in 12 months, pennant no longer has to worry about whether he makes it to training on schedule.  aged 22, there is no doubt pennant still has time to resurrect his career when he is freed this summer. compare his fate with that of west bromwich albion striker lee hughes, who will be 34 by the time he has served his six-year sentence for causing death by dangerous driving. pennant may even find himself back at birmingham city, the club who handed him a lifeline when it became clear his arsenal career was well and truly over. blues manager steve bruce apparently saw enough in pennant in the month he was at st andrews to issue an empassioned plea for leniency ahead of sentencing, claiming he had finally turned the corner. ""weve got him in a flat up here, weve got him away from the distractions of london, weve had someone with him for the best part of every day and .. done everything we can to try and put him on the straight and narrow,"" bruce said ahead of tuesdays court hearing.  ""hes done wrong and weve all done stupid things when we were younger and he admits that now. ""you cant describe how stupid he has been but as long as he learns from it, i dont think there is going to be any benefit from sending him to prison."" the judge apparently disagreed. birmingham chairman david gold said last month he would still be keen to sign pennant even if the 22-year-old got a custodial sentence. but wherever pennant ends up, talk will not be of his potential but whether he can steer clear of trouble off the pitch. pennant has insisted in the past that he does not have an attitude problem. but this is a player who, as well as failing to turn up to training on time, has been:  - caught driving under the influence of alcohol twice;   - sent home by england after breaking a team curfew before a euro under-21 qualifier against turkey in april 2003;   - and been sent off in an u-21 friendly against croatia in august of the same year for punching an opponent, although he claimed he was racially abused. pennants supporters may claim that too much fame and money at an early age are in some way to blame for his lapses in judgment. during his sentencing, his lawyer barry warburton told the court pennant had never been in trouble during a difficult childhood in nottingham, despite growing up on ""one of the worst estates"" in the city. he had only ""intermittent"" schooling and when he arrived at arsenal ""had very little reading and writing skills"". ""they in fact educated him,"" said mr warburton, who had claimed imprisonment ""could completely destroy his career"". but his childhood aside, pennant knows he has been treading a fine line for some time. he has publicly stated on numerous occasions that he is grateful to wenger and arsenal for their faith in him. yet he continues to spurn the chances that are given him. it all looked so good for pennant when he scored a 10-minute hat-trick against southampton on his full league debut for arsenal in may 2003. yet his wayward behaviour coupled with his inability to displace robert pires from the gunners first team mean he is a talent quickly disappearing over the footballing horizon. whether he vanishes completely is down to him. as professional footballers association chief executive gordon taylor puts it, pennant is now at a ""crossroads in his career"". ""i hope he has got the strength to come out of this and be better for it,"" said taylor."
7,cricket030.txt,"denness leads luckhurst tributes  former kent and england skipper mike denness has paid tribute to former team-mate brian luckhurst following his death from cancer at the age of 66.  luckhurst, who became kent president last year, played for the club between 1958 and 1976. his international career consisted of 21 tests and he scored two hundreds to help ray illingworths england side win the ashes in australia in 1970-71. ""he was a great buddy and a loyal servant,"" denness told bbc sport. ""in cricketing terms, he probably didnt have a lot of natural gifts, but with the gifts he had, he worked so hard at it that he deserved to reach the top which he did by opening the batting for england.""  kent chairman carl openshaw said luckhurst had been ""loved, admired and respected"" by everyone at the club. ""brian luckhurst has been at the heart of kent cricket for the past 50 years, firstly as an outstanding player, then in a variety of administrative capacities and finally as an immensely popular president. ""throughout that time, he was always caring, loyal and totally committed to kent,"" he continued. born in sittingbourne, luckhurst joined the staff at canterbury at the age of 15 and during his first-class career made more than 22,000 first-class runs at an average of 38, including 48 centuries.  he was a member of the kent team which dominated county cricket in the 1970s when they won nine trophies outright and also shared the county championship in 1977. luckhurst was 31 when his chance to play for england came along in a home series against a rest of the world xi in 1970. he was named in the ashes squad the following winter and marked his official test debut, as geoff boycotts opening partner, by scoring 74 and 20 not out in a draw against australia in brisbane. the following game in perth saw him bat for almost six hours to score 131 and he also made 109 in the fifth test at melbourne as england took the series 2-0. ""it was a terrific performance and he, along with geoff boycott and john edrich, were the three who scored all the runs. ""in one match, i think it was at melbourne, he wouldnt take his glove off at the break because he thought he had damaged a knuckle. in fact, he had fractured the knuckle but he got a hundred,"" said denness.  luckhurst made an unbeaten 108 in his first test on english soil against pakistan and added another century against india later in the 1971 season. although he appeared in three one-day internationals, his style was better suited to test cricket, but he lost his place after the 1974-75 tour to australia when the pace and ferocity of dennis lillee and jeff thomson proved too much for england, who lost 4-1. ""it was a torrid time for all of us,"" added denness, who was england captain on that tour. ""he was a great tourist, a great man to have [around] and a great performer. if you look at his test record, its a very good record.""  after retiring from the kent first team, luckhurst captained the second xi before moving into coaching and later had a spell as a sports centre manager. in 1985, he made an unexpected return to action when kent suddenly found themselves with only 10 players against the touring australians. in recent years he worked in the clubs commercial department before taking on the presidency. but he was diagnosed with cancer in may 2004. ""over the last 50 years i have faced many challenges - this is going to be the biggest,"" he said at the time. luckhursts death was the third among the international cricket fraternity in the space of 24 hours following those of former west indies batsman allan rae and ex-new zealand wicket-keeper ian colquhoun."
8,cricket024.txt,"indias top six secure - ganguly  captain sourav ganguly has revealed india will not be tempted into tinkering with their batting order for the first test against pakistan.  ""our batting order for the tests is fixed. there are no changes from number three to six,"" ganguly told bbc sport. it means rahul dravid will remain at number three and vvs laxman at six, despite the latter averaging 53.5 at first drop in test cricket. ""to be honest, dravid has batted better than laxman at three,"" ganguly added. ""if you ask any batsman, he would like to bat higher up, as it gives a greater opportunity to score. ""while batting lower down the order, you have to play more with the tail."" ganguly gave his backing to gautam gambhir, banishing speculation yuvraj singh could be asked to open the batting again after a failed experiment against australia last year.  ""i feel there is no born opener - the team has to find one,"" he stated. ""look at justin langer, he was not an opener, but how well the aussies have groomed him. virender sehwag is a settled opener now both in tests and one-dayers, and gambhir is doing well. ""in a years time, we should have a settled opening pair."" sachin tendulkar, who will bat at number four with ganguly at five, also received the support of his skipper despite concerns over fitness and form. ""when sachin says he is 100 percent fit, he is, and nobody has a right to talk about the form of a man who has 70 international hundreds."" with wicket-keeper dinesh karthik to come in at number seven, india are left with just four spots for bowlers - suggesting yuvraj could miss out.  mohali, which will host the first test starting on 8 march, is known as a seam-friendly pitch and india have included four pacemen in their 14-man squad. in addition to spinners anil kumble and harbhajan singh, india will be forced to choose from the pace quartet of irfan pathan, zaheer khan, ashish nehra and lakshmipathy balaji. ""in kumble and harbhajan, we have two world class spinners and at the moment there is no place for a third one,"" ganguly said. ""our seam attack had done particularly well during the pakistan tour last year, and we will select the final eleven after having a look at the wickets in mohali, which has had a record of a seaming track."" ganguly refused to get carried away with the fact pakistans pace attack has been depleted with the absence of shoaib akhtar through injury.  ""i feel pakistan has a young and fit team, which is hungry for success. in my view they have done the right thing by bringing a fit team, rather than bringing injured players,"" he said. ""it is better to have a fully fit team than having an injured shoaib akhtar or even don bradman for that matter. ""i do not agree with those who say pakistans team is weak and has given india a walkover. ""it will be a tough series and the next 50 days will be a treat for fans of both sides."""
9,cricket018.txt,"streak happy with comeback  heath streak was pleased with his performance on his zimbabwe comeback, despite the defeat to south africa.  streak made 68 bu the home side won the third and final one-day international by five wickets at port elizabeth. he said: ""i was nervous, especially because of the situation when i came in. the important thing was to chip in. ""i had to stay until the end and play each ball on merit. the important thing was to keep the ball on the ground and not play too many special shots."" thanks in the main to streak, zimbabwe recovered from 35-5 to post 206-8 in their 50 overs and then reduced the home side to 79-4.  but justin kemp, who was lucky not to be adjudged caught behind first ball, and was then dropped twice, smashed an unbeaten 78 to steer south africa to victory. nicky boje, standing in as south africa captain in graeme smiths absence, praised the tourists, particularly streak. ""we made it hard for ourselves but the zimbabweans came back well,"" he said. ""streaky is an old campaigner who knows how to play in those situations."" zimbabwe captain tatenda taibu said: ""it was very important for us to fight hard and well carry on fighting in the test series."" the first of two back-to-back tests begins in cape town on friday."
